room_id,Branch_id,room_num,type,price,floor_num,status,guest_id,start_date,end_date,is_current
59,4,439,Suite,120.0,13.0,Available,0,2025-11-15,,1
60,6,717,Family,71.0,8.0,Available,103,2025-11-15,,1
61,1,561,Family,337.0,5.0,Booked,1658,2025-11-15,,1
62,6,641,Double,272.0,3.0,Available,0,2025-11-15,,1
63,1,510,Single,325.0,4.0,Available,644,2025-11-15,,1
64,2,948,Suite,118.0,7.0,Available,0,2025-11-15,,1
65,4,689,Family,272.0,2.0,Available,657,2025-11-15,,1
66,5,864,Single,40.0,9.0,unknown,0,2025-11-15,,1
67,1,328,Family,224.0,5.0,Available,0,2025-11-15,,1
68,4,728,Deluxe,217.0,11.0,Occupied,0,2025-11-15,,1
69,4,337,Suite,30.0,0.0,Cleaning,0,2025-11-15,,1
70,6,773,Family,275.0,7.0,Available,0,2025-11-15,,1
71,5,879,Deluxe,213.0,5.0,Available,1482,2025-11-15,,1
72,4,314,Family,112.0,5.0,Available,1600,2025-11-15,,1
73,6,984,Suite,206.0,15.0,Available,557,2025-11-15,,1
74,3,704,Family,133.0,14.0,Booked,0,2025-11-15,,1
75,3,630,Deluxe,176.0,6.0,Booked,0,2025-11-15,,1
76,2,783,Twin,256.0,9.0,Booked,1741,2025-11-15,,1
77,4,582,Suite,102.0,7.0,Available,0,2025-11-15,,1
78,5,335,Family,175.0,5.0,Booked,0,2025-11-15,,1
79,6,704,Twin,326.0,6.0,Available,0,2025-11-15,,1
80,4,593,Twin,294.0,0.0,Booked,438,2025-11-15,,1
81,4,845,Double,198.0,10.0,Available,0,2025-11-15,,1
82,5,287,Family,94.0,12.0,Available,0,2025-11-15,,1
83,1,672,Family,311.0,8.0,Available,0,2025-11-15,,1
84,4,201,Twin,282.0,11.0,Available,0,2025-11-15,,1
85,6,682,Single,321.0,13.0,unknown,0,2025-11-15,,1
86,4,684,Single,192.0,1.0,Available,0,2025-11-15,,1
87,6,207,Deluxe,80.0,2.0,Maintenance,1170,2025-11-15,,1
88,1,398,Single,343.0,6.0,Available,0,2025-11-15,,1
89,1,822,Suite,61.0,12.0,Booked,0,2025-11-15,,1
90,5,446,Twin,285.0,2.0,Available,0,2025-11-15,,1
91,4,726,Family,158.0,0.0,Available,0,2025-11-15,,1
92,5,110,Single,173.0,3.0,Booked,705,2025-11-15,,1
93,4,265,Family,321.0,4.0,Available,389,2025-11-15,,1
94,1,663,Twin,81.0,14.0,Available,0,2025-11-15,,1
95,6,862,Double,80.0,15.0,Maintenance,84,2025-11-15,,1
96,3,885,Single,206.0,7.0,Available,0,2025-11-15,,1
97,6,907,Family,191.0,4.0,Booked,0,2025-11-15,,1
98,1,919,Deluxe,268.0,15.0,unknown,0,2025-11-15,,1
99,6,846,Family,301.0,5.0,Available,0,2025-11-15,,1
100,6,631,Family,290.0,9.0,unknown,0,2025-11-15,,1
101,2,196,Deluxe,38.0,0.0,Available,0,2025-11-15,,1
102,6,293,Family,60.0,6.0,Available,668,2025-11-15,,1
103,1,217,Suite,350.0,1.0,Available,0,2025-11-15,,1
104,4,554,Family,247.0,8.0,Available,0,2025-11-15,,1
105,1,357,Twin,227.0,4.0,Occupied,0,2025-11-15,,1
106,2,173,Family,296.0,1.0,Available,0,2025-11-15,,1
107,4,740,Deluxe,50.0,5.0,Booked,1266,2025-11-15,,1
108,1,137,Twin,119.0,0.0,Occupied,1420,2025-11-15,,1
109,1,778,Family,257.0,1.0,Booked,0,2025-11-15,,1
110,3,962,Double,335.0,2.0,Booked,0,2025-11-15,,1
111,5,928,Double,31.0,9.0,Booked,929,2025-11-15,,1
112,5,114,Suite,124.0,11.0,Booked,0,2025-11-15,,1
113,5,139,Twin,229.0,6.0,Booked,0,2025-11-15,,1
114,6,685,Twin,279.0,7.0,Booked,0,2025-11-15,,1
115,2,839,Twin,247.0,8.0,Cleaning,0,2025-11-15,,1
116,1,281,Family,102.0,0.0,Available,1306,2025-11-15,,1
117,5,827,Family,231.0,9.0,Available,0,2025-11-15,,1
118,6,848,Suite,95.0,11.0,Available,0,2025-11-15,,1
119,2,405,Suite,115.0,2.0,Available,1446,2025-11-15,,1
120,3,266,Deluxe,127.0,14.0,Maintenance,0,2025-11-15,,1
121,3,531,Suite,93.0,8.0,Available,0,2025-11-15,,1
122,4,166,Twin,134.0,12.0,Available,0,2025-11-15,,1
123,5,152,Deluxe,308.0,13.0,Available,0,2025-11-15,,1
124,6,284,Family,287.0,9.0,Booked,0,2025-11-15,,1
125,6,893,Single,95.0,1.0,Available,0,2025-11-15,,1
126,4,707,Suite,193.0,4.0,Occupied,418,2025-11-15,,1
127,6,713,Deluxe,301.0,2.0,Available,0,2025-11-15,,1
128,2,217,Double,314.0,8.0,Available,989,2025-11-15,,1
129,3,152,Double,307.0,9.0,Booked,0,2025-11-15,,1
130,6,825,Deluxe,142.0,9.0,Booked,0,2025-11-15,,1
131,5,379,Double,317.0,7.0,Available,553,2025-11-15,,1
132,1,111,Double,32.0,5.0,unknown,0,2025-11-15,,1
133,2,744,Twin,93.0,13.0,Available,0,2025-11-15,,1
134,4,695,Double,188.0,3.0,Available,127,2025-11-15,,1
135,2,411,Double,155.0,0.0,Available,0,2025-11-15,,1
136,1,318,Suite,239.0,14.0,Maintenance,0,2025-11-15,,1
137,2,709,Single,145.0,1.0,Available,0,2025-11-15,,1
138,4,936,Deluxe,139.0,8.0,Available,1169,2025-11-15,,1
139,3,251,Single,79.0,9.0,Available,1982,2025-11-15,,1
140,6,833,Twin,316.0,4.0,Available,0,2025-11-15,,1
141,4,192,Family,286.0,15.0,unknown,0,2025-11-15,,1
142,5,845,Double,134.0,9.0,unknown,0,2025-11-15,,1
143,1,546,Twin,137.0,0.0,Maintenance,0,2025-11-15,,1
144,3,788,Double,57.0,5.0,Booked,0,2025-11-15,,1
145,4,109,Family,344.0,7.0,Available,1297,2025-11-15,,1
146,3,814,Single,245.0,13.0,Available,0,2025-11-15,,1
147,3,673,Twin,46.0,11.0,Available,0,2025-11-15,,1
148,5,972,Suite,36.0,3.0,Available,623,2025-11-15,,1
149,5,218,Double,225.0,5.0,Available,0,2025-11-15,,1
150,5,132,Deluxe,101.0,12.0,Available,0,2025-11-15,,1
151,6,545,Double,48.0,4.0,Available,364,2025-11-15,,1
152,5,591,Deluxe,175.0,2.0,Available,0,2025-11-15,,1
153,6,805,Deluxe,182.0,2.0,unknown,0,2025-11-15,,1
154,1,782,Twin,145.0,7.0,Available,0,2025-11-15,,1
155,5,798,Deluxe,288.0,1.0,Available,0,2025-11-15,,1
156,2,409,Family,324.0,9.0,Occupied,0,2025-11-15,,1
157,2,885,Family,249.0,8.0,Booked,0,2025-11-15,,1
158,1,881,Family,156.0,2.0,Available,0,2025-11-15,,1
159,1,156,Twin,143.0,8.0,Booked,0,2025-11-15,,1
160,2,536,Twin,250.0,0.0,Available,0,2025-11-15,,1
161,1,327,Family,318.0,1.0,Booked,0,2025-11-15,,1
162,6,472,Double,324.0,2.0,Available,0,2025-11-15,,1
163,5,823,Twin,327.0,15.0,Booked,0,2025-11-15,,1
164,6,891,Single,149.0,8.0,unknown,0,2025-11-15,,1
165,6,425,Double,173.0,11.0,Available,1256,2025-11-15,,1
166,3,664,Suite,56.0,8.0,Booked,1780,2025-11-15,,1
167,3,439,Family,347.0,12.0,Available,61,2025-11-15,,1
168,6,798,Double,183.0,8.0,Booked,0,2025-11-15,,1
169,6,844,Double,182.0,15.0,unknown,0,2025-11-15,,1
170,1,929,Family,255.0,7.0,Booked,0,2025-11-15,,1
171,6,257,Deluxe,347.0,10.0,Available,0,2025-11-15,,1
172,4,659,Suite,117.0,8.0,Available,0,2025-11-15,,1
173,5,795,Twin,189.0,5.0,Available,0,2025-11-15,,1
174,5,371,Single,346.0,4.0,Available,678,2025-11-15,,1
175,2,945,Single,241.0,13.0,Available,0,2025-11-15,,1
176,1,270,Suite,304.0,10.0,Booked,1367,2025-11-15,,1
177,1,211,Twin,253.0,3.0,Occupied,0,2025-11-15,,1
178,5,824,Family,343.0,9.0,Available,0,2025-11-15,,1
179,1,327,Family,139.0,1.0,Available,0,2025-11-15,,1
180,4,206,Double,315.0,3.0,Booked,112,2025-11-15,,1
181,6,113,Single,279.0,12.0,Booked,0,2025-11-15,,1
182,3,514,Deluxe,158.0,2.0,unknown,0,2025-11-15,,1
183,3,108,Double,313.0,2.0,Available,0,2025-11-15,,1
184,6,721,Suite,131.0,15.0,Booked,0,2025-11-15,,1
185,1,206,Deluxe,167.0,10.0,Occupied,0,2025-11-15,,1
186,1,766,Double,125.0,6.0,Cleaning,0,2025-11-15,,1
187,4,239,Double,200.0,6.0,Available,0,2025-11-15,,1
188,4,926,Family,286.0,10.0,unknown,0,2025-11-15,,1
189,6,177,Twin,215.0,5.0,Booked,0,2025-11-15,,1
190,6,135,Suite,337.0,14.0,Booked,0,2025-11-15,,1
191,3,676,Family,301.0,12.0,unknown,0,2025-11-15,,1
192,6,760,Double,145.0,9.0,Available,1902,2025-11-15,,1
193,4,646,Twin,36.0,15.0,Available,1133,2025-11-15,,1
194,5,463,Family,83.0,10.0,Available,0,2025-11-15,,1
195,6,747,Single,141.0,11.0,Available,0,2025-11-15,,1
196,3,852,Suite,91.0,13.0,Available,0,2025-11-15,,1
197,4,321,Deluxe,219.0,14.0,Available,0,2025-11-15,,1
198,5,299,Twin,189.0,4.0,Booked,0,2025-11-15,,1
199,6,841,Single,299.0,0.0,Available,0,2025-11-15,,1
200,3,614,Deluxe,64.0,3.0,Available,1570,2025-11-15,,1
201,3,473,Double,83.0,9.0,unknown,0,2025-11-15,,1
202,4,929,Deluxe,184.0,13.0,Maintenance,0,2025-11-15,,1
203,5,440,Single,113.0,4.0,Booked,0,2025-11-15,,1
204,4,747,Family,320.0,6.0,Cleaning,0,2025-11-15,,1
205,4,968,Family,233.0,0.0,Available,0,2025-11-15,,1
206,1,805,Twin,132.0,15.0,Available,0,2025-11-15,,1
207,4,681,Family,51.0,6.0,Available,427,2025-11-15,,1
208,5,164,Family,46.0,6.0,Available,0,2025-11-15,,1
209,4,948,Deluxe,339.0,6.0,Available,1552,2025-11-15,,1
210,4,519,Double,193.0,2.0,unknown,1750,2025-11-15,,1
211,1,918,Twin,305.0,3.0,Available,976,2025-11-15,,1
212,2,508,Suite,248.0,0.0,Available,0,2025-11-15,,1
213,1,635,Twin,233.0,12.0,Booked,0,2025-11-15,,1
214,1,707,Single,80.0,2.0,Available,0,2025-11-15,,1
215,3,525,Double,57.0,3.0,unknown,0,2025-11-15,,1
216,6,427,Family,196.0,4.0,Occupied,0,2025-11-15,,1
217,6,488,Twin,170.0,13.0,Occupied,0,2025-11-15,,1
218,6,380,Deluxe,330.0,2.0,Available,579,2025-11-15,,1
219,6,841,Twin,73.0,12.0,Booked,0,2025-11-15,,1
220,4,881,Deluxe,224.0,7.0,Available,0,2025-11-15,,1
221,3,115,Single,203.0,12.0,Available,0,2025-11-15,,1
222,3,565,Single,64.0,3.0,Booked,0,2025-11-15,,1
223,4,942,Twin,56.0,2.0,Available,0,2025-11-15,,1
224,6,186,Family,324.0,6.0,unknown,0,2025-11-15,,1
225,2,415,Deluxe,282.0,1.0,Booked,0,2025-11-15,,1
226,1,679,Double,348.0,8.0,unknown,0,2025-11-15,,1
227,1,383,Twin,265.0,1.0,Available,1998,2025-11-15,,1
228,5,656,Family,55.0,8.0,Available,0,2025-11-15,,1
229,6,420,Suite,285.0,15.0,Booked,0,2025-11-15,,1
230,4,649,Suite,323.0,12.0,Booked,0,2025-11-15,,1
231,6,269,Single,31.0,8.0,Booked,1884,2025-11-15,,1
232,4,694,Deluxe,288.0,15.0,Maintenance,0,2025-11-15,,1
233,2,734,Family,168.0,11.0,Booked,0,2025-11-15,,1
234,1,317,Double,44.0,13.0,Maintenance,66,2025-11-15,,1
235,4,638,Twin,141.0,2.0,Available,0,2025-11-15,,1
236,6,691,Deluxe,126.0,9.0,Available,0,2025-11-15,,1
237,2,370,Single,218.0,9.0,Booked,0,2025-11-15,,1
238,4,658,Family,90.0,12.0,Occupied,0,2025-11-15,,1
239,4,366,Single,256.0,5.0,Available,0,2025-11-15,,1
240,1,895,Single,218.0,13.0,Maintenance,0,2025-11-15,,1
241,5,935,Suite,58.0,0.0,Booked,170,2025-11-15,,1
242,2,661,Suite,310.0,0.0,unknown,0,2025-11-15,,1
243,3,425,Suite,30.0,0.0,Booked,429,2025-11-15,,1
244,3,454,Deluxe,337.0,2.0,Booked,0,2025-11-15,,1
245,4,600,Deluxe,270.0,14.0,Cleaning,1477,2025-11-15,,1
246,5,767,Double,295.0,12.0,Booked,0,2025-11-15,,1
247,5,511,Single,105.0,14.0,Available,0,2025-11-15,,1
248,2,351,Single,309.0,11.0,Available,0,2025-11-15,,1
249,4,117,Deluxe,264.0,15.0,Booked,55,2025-11-15,,1
250,3,620,Double,237.0,2.0,Available,0,2025-11-15,,1
251,3,455,Double,156.0,3.0,Booked,0,2025-11-15,,1
252,1,828,Double,346.0,1.0,Booked,0,2025-11-15,,1
253,6,574,Family,102.0,8.0,Available,939,2025-11-15,,1
254,3,890,Twin,166.0,0.0,Available,0,2025-11-15,,1
255,2,335,Deluxe,266.0,10.0,Maintenance,0,2025-11-15,,1
256,4,497,Double,48.0,14.0,unknown,0,2025-11-15,,1
257,2,533,Suite,286.0,15.0,Available,1359,2025-11-15,,1
258,6,734,Deluxe,195.0,4.0,Available,1136,2025-11-15,,1
259,6,524,Deluxe,193.0,14.0,Available,0,2025-11-15,,1
260,1,553,Twin,324.0,10.0,Available,535,2025-11-15,,1
261,3,710,Family,46.0,5.0,Booked,0,2025-11-15,,1
262,4,693,Double,174.0,5.0,Booked,334,2025-11-15,,1
263,2,376,Twin,255.0,5.0,Available,1976,2025-11-15,,1
264,6,609,Family,258.0,15.0,Available,0,2025-11-15,,1
265,6,808,Single,41.0,11.0,Available,1083,2025-11-15,,1
266,2,283,Twin,120.0,9.0,Booked,0,2025-11-15,,1
267,2,307,Deluxe,99.0,14.0,Available,0,2025-11-15,,1
268,4,201,Suite,105.0,14.0,Available,0,2025-11-15,,1
269,5,946,Family,215.0,10.0,Available,0,2025-11-15,,1
270,3,745,Family,178.0,8.0,Available,0,2025-11-15,,1
271,4,264,Deluxe,321.0,8.0,Available,0,2025-11-15,,1
272,3,326,Double,201.0,9.0,unknown,0,2025-11-15,,1
273,2,841,Twin,177.0,0.0,Available,0,2025-11-15,,1
274,5,368,Deluxe,134.0,2.0,Available,0,2025-11-15,,1
275,2,844,Single,161.0,3.0,Available,46,2025-11-15,,1
276,5,336,Double,217.0,12.0,Available,0,2025-11-15,,1
277,1,882,Deluxe,298.0,15.0,Available,575,2025-11-15,,1
278,1,983,Suite,311.0,13.0,Booked,0,2025-11-15,,1
279,6,417,Double,145.0,13.0,Available,0,2025-11-15,,1
280,5,151,Family,170.0,15.0,Cleaning,0,2025-11-15,,1
281,4,756,Suite,348.0,10.0,Available,1539,2025-11-15,,1
282,6,995,Family,108.0,6.0,Available,0,2025-11-15,,1
283,1,244,Double,147.0,1.0,Available,0,2025-11-15,,1
284,4,752,Twin,256.0,6.0,Booked,1250,2025-11-15,,1
285,1,895,Single,35.0,13.0,Available,0,2025-11-15,,1
286,6,154,Single,50.0,3.0,Available,1004,2025-11-15,,1
287,4,813,Deluxe,157.0,14.0,Available,0,2025-11-15,,1
288,5,886,Family,179.0,0.0,Available,0,2025-11-15,,1
289,2,940,Deluxe,85.0,6.0,unknown,0,2025-11-15,,1
290,6,452,Suite,280.0,0.0,Maintenance,0,2025-11-15,,1
291,6,754,Twin,278.0,4.0,Available,421,2025-11-15,,1
292,4,116,Twin,308.0,10.0,Cleaning,0,2025-11-15,,1
293,6,232,Deluxe,341.0,8.0,Available,0,2025-11-15,,1
294,2,163,Suite,260.0,2.0,Booked,602,2025-11-15,,1
295,4,374,Family,52.0,4.0,Available,0,2025-11-15,,1
296,4,328,Single,180.0,11.0,Available,0,2025-11-15,,1
297,2,222,Single,232.0,13.0,Occupied,1861,2025-11-15,,1
298,2,130,Deluxe,350.0,0.0,Booked,0,2025-11-15,,1
299,2,820,Family,306.0,7.0,Available,0,2025-11-15,,1
300,2,771,Single,237.0,12.0,Booked,0,2025-11-15,,1
301,2,315,Double,313.0,8.0,Available,54,2025-11-15,,1
302,1,971,Single,41.0,12.0,Booked,0,2025-11-15,,1
303,5,864,Double,93.0,10.0,Available,0,2025-11-15,,1
304,6,999,Family,274.0,0.0,Available,0,2025-11-15,,1
305,3,486,Family,294.0,6.0,Booked,1831,2025-11-15,,1
306,6,662,Suite,193.0,5.0,Occupied,0,2025-11-15,,1
307,1,843,Twin,151.0,15.0,Booked,0,2025-11-15,,1
308,3,372,Single,109.0,4.0,Available,0,2025-11-15,,1
309,3,433,Double,215.0,6.0,Available,0,2025-11-15,,1
310,3,980,Suite,87.0,7.0,Available,0,2025-11-15,,1
311,5,677,Suite,285.0,2.0,Booked,0,2025-11-15,,1
312,4,289,Family,295.0,4.0,Booked,0,2025-11-15,,1
313,6,613,Suite,214.0,2.0,Available,1311,2025-11-15,,1
314,3,673,Deluxe,341.0,9.0,Available,162,2025-11-15,,1
315,3,492,Suite,249.0,10.0,Available,1639,2025-11-15,,1
316,5,856,Suite,301.0,13.0,Available,0,2025-11-15,,1
317,3,275,Single,335.0,7.0,Available,1008,2025-11-15,,1
318,1,791,Suite,263.0,9.0,Available,0,2025-11-15,,1
319,6,352,Family,205.0,2.0,Available,733,2025-11-15,,1
320,1,922,Family,55.0,7.0,Available,0,2025-11-15,,1
321,6,668,Twin,198.0,3.0,Available,299,2025-11-15,,1
322,4,624,Deluxe,109.0,12.0,Available,0,2025-11-15,,1
323,2,797,Deluxe,181.0,10.0,Occupied,0,2025-11-15,,1
324,3,383,Suite,50.0,1.0,Booked,0,2025-11-15,,1
325,1,828,Family,45.0,15.0,unknown,0,2025-11-15,,1
326,4,904,Double,251.0,14.0,Booked,228,2025-11-15,,1
327,4,584,Twin,49.0,14.0,Available,0,2025-11-15,,1
328,1,593,Family,102.0,7.0,Available,0,2025-11-15,,1
329,3,312,Single,106.0,9.0,Available,0,2025-11-15,,1
330,3,507,Family,338.0,4.0,Booked,1682,2025-11-15,,1
331,3,472,Family,54.0,6.0,Booked,1244,2025-11-15,,1
332,2,342,Single,232.0,11.0,Occupied,0,2025-11-15,,1
333,5,869,Twin,262.0,5.0,Maintenance,0,2025-11-15,,1
334,2,519,Twin,277.0,12.0,Maintenance,1837,2025-11-15,,1
335,2,363,Family,271.0,10.0,Available,0,2025-11-15,,1
336,4,961,Deluxe,278.0,13.0,Booked,0,2025-11-15,,1
337,6,757,Family,234.0,0.0,Available,0,2025-11-15,,1
338,3,729,Deluxe,91.0,6.0,Available,1187,2025-11-15,,1
339,6,735,Single,195.0,9.0,Available,0,2025-11-15,,1
340,4,458,Twin,117.0,11.0,Occupied,0,2025-11-15,,1
341,2,188,Double,247.0,13.0,Available,0,2025-11-15,,1
342,1,463,Suite,175.0,4.0,unknown,0,2025-11-15,,1
343,6,695,Family,168.0,6.0,Available,0,2025-11-15,,1
344,1,321,Deluxe,105.0,1.0,Available,0,2025-11-15,,1
345,1,227,Twin,98.0,14.0,Available,1591,2025-11-15,,1
346,4,327,Single,181.0,4.0,Occupied,0,2025-11-15,,1
347,6,813,Deluxe,171.0,11.0,Available,0,2025-11-15,,1
348,2,992,Double,204.0,13.0,Booked,1681,2025-11-15,,1
349,3,322,Family,142.0,9.0,Available,0,2025-11-15,,1
350,5,759,Suite,260.0,4.0,Occupied,0,2025-11-15,,1
351,1,554,Single,41.0,10.0,Booked,0,2025-11-15,,1
352,3,586,Single,90.0,11.0,Occupied,0,2025-11-15,,1
353,4,556,Single,269.0,3.0,Available,1620,2025-11-15,,1
354,3,338,Suite,132.0,9.0,Available,0,2025-11-15,,1
355,1,175,Single,308.0,2.0,Available,0,2025-11-15,,1
356,5,258,Twin,301.0,0.0,Available,0,2025-11-15,,1
357,2,262,Deluxe,270.0,11.0,Booked,344,2025-11-15,,1
358,2,502,Deluxe,223.0,5.0,Available,0,2025-11-15,,1
359,2,848,Single,92.0,3.0,Available,0,2025-11-15,,1
360,1,566,Double,74.0,4.0,Booked,0,2025-11-15,,1
361,4,529,Suite,166.0,3.0,Available,1520,2025-11-15,,1
362,2,595,Single,60.0,1.0,Available,0,2025-11-15,,1
363,3,660,Deluxe,166.0,3.0,unknown,0,2025-11-15,,1
364,5,556,Family,76.0,4.0,Available,0,2025-11-15,,1
365,1,196,Family,170.0,15.0,Available,1736,2025-11-15,,1
366,6,424,Deluxe,210.0,0.0,Available,0,2025-11-15,,1
367,1,922,Family,214.0,6.0,unknown,268,2025-11-15,,1
368,6,349,Double,156.0,2.0,Available,0,2025-11-15,,1
369,2,764,Suite,106.0,7.0,Available,1652,2025-11-15,,1
370,5,724,Deluxe,326.0,11.0,Available,0,2025-11-15,,1
371,5,997,Family,82.0,6.0,Booked,0,2025-11-15,,1
372,6,197,Family,57.0,6.0,Booked,0,2025-11-15,,1
373,3,549,Twin,57.0,4.0,Booked,1442,2025-11-15,,1
374,2,180,Suite,64.0,0.0,Booked,0,2025-11-15,,1
375,3,755,Suite,212.0,4.0,Available,1654,2025-11-15,,1
376,1,256,Single,163.0,13.0,Available,0,2025-11-15,,1
377,3,206,Double,189.0,0.0,Available,0,2025-11-15,,1
378,5,945,Single,281.0,2.0,Available,0,2025-11-15,,1
379,2,518,Suite,160.0,4.0,Booked,0,2025-11-15,,1
380,4,450,Single,300.0,9.0,Available,0,2025-11-15,,1
381,6,715,Suite,99.0,7.0,Cleaning,161,2025-11-15,,1
382,3,188,Family,121.0,7.0,Available,0,2025-11-15,,1
383,1,716,Family,96.0,15.0,Available,1501,2025-11-15,,1
384,3,792,Family,65.0,12.0,Available,0,2025-11-15,,1
385,3,567,Twin,174.0,5.0,Available,0,2025-11-15,,1
386,2,923,Double,171.0,0.0,Occupied,1393,2025-11-15,,1
387,3,394,Double,142.0,12.0,Occupied,0,2025-11-15,,1
388,6,778,Deluxe,327.0,6.0,Available,0,2025-11-15,,1
389,3,601,Suite,169.0,13.0,Available,1074,2025-11-15,,1
390,1,714,Family,58.0,1.0,Available,0,2025-11-15,,1
391,2,503,Double,243.0,6.0,Occupied,676,2025-11-15,,1
392,2,366,Double,102.0,6.0,Available,335,2025-11-15,,1
393,4,589,Deluxe,161.0,13.0,Booked,0,2025-11-15,,1
394,1,126,Double,186.0,8.0,Available,0,2025-11-15,,1
395,2,218,Single,298.0,10.0,Booked,0,2025-11-15,,1
396,2,988,Single,266.0,13.0,Booked,1021,2025-11-15,,1
397,4,882,Twin,208.0,9.0,Booked,0,2025-11-15,,1
398,2,976,Deluxe,67.0,4.0,Available,0,2025-11-15,,1
399,4,724,Family,129.0,15.0,Available,0,2025-11-15,,1
400,1,469,Double,282.0,11.0,Available,0,2025-11-15,,1
401,2,199,Family,287.0,3.0,Booked,0,2025-11-15,,1
402,4,508,Suite,55.0,14.0,Available,0,2025-11-15,,1
403,4,839,Twin,185.0,5.0,Available,0,2025-11-15,,1
404,6,240,Single,75.0,10.0,Maintenance,0,2025-11-15,,1
405,2,836,Suite,42.0,14.0,Available,339,2025-11-15,,1
406,3,352,Suite,35.0,4.0,Available,0,2025-11-15,,1
407,3,224,Suite,239.0,13.0,Booked,0,2025-11-15,,1
408,4,483,Twin,247.0,10.0,Available,0,2025-11-15,,1
409,4,585,Suite,213.0,15.0,Booked,1013,2025-11-15,,1
410,3,730,Family,270.0,2.0,Available,0,2025-11-15,,1
411,3,146,Twin,347.0,10.0,Available,0,2025-11-15,,1
412,2,740,Suite,55.0,1.0,Occupied,0,2025-11-15,,1
413,1,806,Family,122.0,3.0,Occupied,0,2025-11-15,,1
414,6,744,Single,84.0,0.0,Booked,0,2025-11-15,,1
